log,category
[2825]  [INFO] Thread-5 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 75014,Flaky Test
[2427]  [INFO] Thread-5 executing task npm ERR! peerDependencies WARNING - Execution ID 53192,Dependency Error
[9423]  SyntaxError: Unexpected token - Execution ID 87383,Build Failure
[1807]  [INFO] Thread-7 executing task Gateway Timeout: 504 - Execution ID 56565,Timeout Failure
[6441]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 47848,Environment Issue
[6202]  Connection timed out after 30000 milliseconds - Execution ID 12098,Timeout Failure
[6841]  [INFO] Thread-6 executing task Exception: AWS_REGION is not set - Execution ID 14310,Environment Issue
[1204]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 19057,Network Failure
[2791]  [INFO] Thread-3 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 74882,Timeout Failure
[8577]  Intermittent failure in test_network_connection - Execution ID 50370,Flaky Test
[3187]  WARN: Test execution time varied by more than 50% - Execution ID 68530,Flaky Test
[5027]  [INFO] Thread-8 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 40204,Environment Issue
[9232]  [INFO] Thread-2 executing task 403 Forbidden: Access denied - Execution ID 28701,Permission Error
[6619]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 70497,Environment Issue
[9898]  [INFO] Thread-1 executing task Segmentation fault (core dumped) - Execution ID 76610,Container Crash
[9714]  Gateway Timeout: 504 - Execution ID 89775,Timeout Failure
"[2027]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 92580",Permission Error
[2796]  [INFO] Thread-1 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 65544,Environment Issue
[4016]  Error: Missing environment variable DB_PASSWORD - Execution ID 50178,Environment Issue
[2618]  Failed to connect to repository: Could not resolve host - Execution ID 88746,Network Failure
[2113]  [INFO] Thread-3 executing task Network is unreachable - Execution ID 92678,Network Failure
[4767]  [INFO] Thread-10 executing task WARN: Test execution time varied by more than 50% - Execution ID 86377,Flaky Test
"[2343]  [INFO] Thread-10 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 28907",Timeout Failure
[8854]  [INFO] Thread-9 executing task Cannot read property 'url' of undefined from process.env - Execution ID 80192,Environment Issue
[2490]  Exception: AWS_REGION is not set - Execution ID 45876,Environment Issue
[2007]  [INFO] Thread-9 executing task Test passed on retry 2 - Execution ID 86326,Flaky Test
[9520]  [INFO] Thread-8 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 54295,Network Failure
[8969]  docker run failed: container crashed unexpectedly - Execution ID 88093,Container Crash
"[3556]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 72325",Permission Error
[4838]  [INFO] Thread-9 executing task OOMKilled: Container exited with code 137 - Execution ID 11835,Container Crash
"[9267]  Randomised test failed, check seed 12345 - Execution ID 25305",Flaky Test
[4998]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 14991,Network Failure
[5562]  [INFO] Thread-9 executing task 403 Forbidden: Access denied - Execution ID 68606,Permission Error
[3240]  [INFO] Thread-10 executing task AssertionError: expected False to be True - Execution ID 20029,Test Failure
[1779]  Connection timed out after 30000 milliseconds - Execution ID 10110,Timeout Failure
[2833]  AssertionError: timestamp mismatch (flaky) - Execution ID 94669,Flaky Test
[3065]  [INFO] Thread-7 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 75677,Environment Issue
[2735]  error: expected ';' before '}' token - Execution ID 37654,Build Failure
[4604]  [INFO] Thread-8 executing task error: expected ';' before '}' token - Execution ID 30550,Build Failure
[1995]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 29527,Network Failure
[5849]  [INFO] Thread-9 executing task socket hang up - Execution ID 22834,Network Failure
[1360]  [INFO] Thread-6 executing task docker run failed: container crashed unexpectedly - Execution ID 18859,Container Crash
[9566]  [INFO] Thread-3 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 98173,Container Crash
[5805]  Gateway Timeout: 504 - Execution ID 48751,Timeout Failure
"[4188]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 94812",Timeout Failure
[5476]  [INFO] Thread-6 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 34519,Environment Issue
[1252]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 15312,Dependency Error
[3667]  [INFO] Thread-10 executing task socket hang up - Execution ID 25143,Network Failure
"[6627]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 30617",Permission Error
[8674]  [INFO] Thread-6 executing task 403 Forbidden: Access denied - Execution ID 60884,Permission Error
[8998]  error: expected ';' before '}' token - Execution ID 30910,Build Failure
[8083]  [INFO] Thread-1 executing task Request timeout while fetching https://api.github.com - Execution ID 42667,Timeout Failure
[8607]  Expected value to equal: 5 Received: 4 - Execution ID 75755,Test Failure
[2728]  [INFO] Thread-6 executing task npm ERR! code ERESOLVE - Execution ID 89954,Dependency Error
[1082]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 55280,Build Failure
[5869]  [INFO] Thread-2 executing task AssertionError: expected False to be True - Execution ID 94939,Test Failure
[8569]  Configuration Error: Invalid JSON in config.yaml - Execution ID 28580,Environment Issue
[8602]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 58465,Environment Issue
[2338]  403 Forbidden: Access denied - Execution ID 91013,Permission Error
[8962]  Segmentation fault (core dumped) - Execution ID 57579,Container Crash
[3597]  [INFO] Thread-7 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 55068,Build Failure
[7340]  [INFO] Thread-10 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 19903,Container Crash
[6270]  AssertionError: expected False to be True - Execution ID 85154,Test Failure
[7071]  [INFO] Thread-6 executing task Exception: AWS_REGION is not set - Execution ID 80264,Environment Issue
[3557]  Failed to connect to repository: Could not resolve host - Execution ID 12925,Network Failure
[4682]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 83998,Network Failure
[2561]  Connection timed out after 30000 milliseconds - Execution ID 35510,Timeout Failure
[2463]  Test passed on retry 2 - Execution ID 44016,Flaky Test
[3082]  Intermittent failure in test_network_connection - Execution ID 63640,Flaky Test
[7168]  FAIL src/components/App.test.tsx - Execution ID 58926,Test Failure
[7325]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 75439,Permission Error
[6391]  SyntaxError: Unexpected token - Execution ID 32085,Build Failure
[2678]  [INFO] Thread-10 executing task Missing dependency: left-pad is not installed - Execution ID 59547,Dependency Error
[7973]  [INFO] Thread-7 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 87254,Permission Error
"[5033]  Randomised test failed, check seed 12345 - Execution ID 75146",Flaky Test
[5296]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 89756,Dependency Error
[2412]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 20544,Build Failure
[1706]  test_user_auth_failed: user is not authenticated - Execution ID 48612,Test Failure
[5255]  [INFO] Thread-4 executing task Exception: AWS_REGION is not set - Execution ID 65855,Environment Issue
[6207]  [INFO] Thread-3 executing task error: expected ';' before '}' token - Execution ID 39288,Build Failure
[6254]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 75451,Permission Error
[8391]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 36058,Permission Error
[3100]  Could not resolve dependencies for project - Execution ID 94269,Dependency Error
[6670]  Segmentation fault (core dumped) - Execution ID 86795,Container Crash
[1282]  Request timeout while fetching https://api.github.com - Execution ID 88690,Timeout Failure
[7665]  Gateway Timeout: 504 - Execution ID 52331,Timeout Failure
[1942]  Expected value to equal: 5 Received: 4 - Execution ID 37671,Test Failure
[9926]  npm ERR! code ERESOLVE - Execution ID 35516,Dependency Error
[9334]  [INFO] Thread-5 executing task User does not have permission to execute this action - Execution ID 43117,Permission Error
[4034]  [INFO] Thread-5 executing task Exception: AWS_REGION is not set - Execution ID 36776,Environment Issue
[2957]  403 Forbidden: Access denied - Execution ID 44519,Permission Error
"[9798]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 19598",Permission Error
[2063]  [INFO] Thread-9 executing task socket hang up - Execution ID 31964,Network Failure
[7082]  test_user_auth_failed: user is not authenticated - Execution ID 64771,Test Failure
[7657]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 95123,Build Failure
[3545]  [INFO] Thread-3 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 26522,Container Crash
[1267]  [INFO] Thread-8 executing task Request timeout while fetching https://api.github.com - Execution ID 19710,Timeout Failure
[4943]  [INFO] Thread-10 executing task Error: expect(received).toBe(expected) - Execution ID 35683,Test Failure
[6028]  AssertionError: expected False to be True - Execution ID 96125,Test Failure
[4958]  [INFO] Thread-6 executing task Error: expect(received).toBe(expected) - Execution ID 55355,Test Failure
[9029]  npm ERR! peerDependencies WARNING - Execution ID 73064,Dependency Error
[8590]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 99673,Container Crash
[4709]  docker run failed: container crashed unexpectedly - Execution ID 61683,Container Crash
[9450]  Missing dependency: left-pad is not installed - Execution ID 28919,Dependency Error
[9447]  Test passed on retry 2 - Execution ID 56027,Flaky Test
[7240]  [INFO] Thread-6 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 25668,Build Failure
[9182]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 76270,Container Crash
[1952]  Intermittent failure in test_network_connection - Execution ID 56219,Flaky Test
"[4180]  Randomised test failed, check seed 12345 - Execution ID 40223",Flaky Test
[6349]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 33209,Dependency Error
[8400]  [INFO] Thread-2 executing task Connection timed out after 30000 milliseconds - Execution ID 50078,Timeout Failure
[7191]  [INFO] Thread-4 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 30018,Dependency Error
[8766]  [INFO] Thread-4 executing task Intermittent failure in test_network_connection - Execution ID 88726,Flaky Test
[2952]  [INFO] Thread-5 executing task Error: expect(received).toBe(expected) - Execution ID 36877,Test Failure
[4329]  Exception: AWS_REGION is not set - Execution ID 68540,Environment Issue
[8856]  docker run failed: container crashed unexpectedly - Execution ID 97537,Container Crash
[6214]  User does not have permission to execute this action - Execution ID 37801,Permission Error
[6873]  socket hang up - Execution ID 95067,Network Failure
[8171]  [INFO] Thread-4 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 20038,Build Failure
[7046]  [INFO] Thread-2 executing task FAIL src/components/App.test.tsx - Execution ID 71178,Test Failure
[1405]  [INFO] Thread-7 executing task Exception: AWS_REGION is not set - Execution ID 52144,Environment Issue
[9418]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 18882,Environment Issue
[4449]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 19233,Dependency Error
